Company.Name,PBDITA.as...of.total.income,PAT.as...of.total.income,Cash.profit.as...of.total.income,Net.profit.margin,PAT.as...of.net.worth,Return.on.capital.employed,Return.on.net.worth,Tangible.net.worth,Current.ratio..times.,Quick.ratio..times.,Debt.to.equity.ratio..times.,Export...Sales....,Total.forex.earnings...Total.income....,Dividend.rate,Contingent.liabilities...Net.worth....,Sales,Size,Market.Capitalisation,Long.term.borrowings.excl.current.portion,Debtor.days..days.,Creditor.days..days.,Net.working.capital.cycle..days.,Year,Target
Mindtree Ltd.,14.42,7.92,12.45,7.89,17.31,16.99,17.24,7709,2.99,2.71,0.02,93.44,90.73,25,7.55,15090,11354.1,15896.97,41,61.86,101.16,-39.3,1999,1
Mindtree Ltd.,16.98,11.19,13.51,11.19,25.22,24.24,25.22,9533,2.38,2.24,0.06,94.35,92.51,40,7.82,19152,13545.8,19801.65,37,66.49,95.43,-28.94,1999,1
Mindtree Ltd.,21.74,14.14,16.58,14.14,29.84,28.63,29.84,13033,3.13,3.01,0.03,95.68,94.35,120,5.7,23618,16597.8,37925.66,32,67.01,116.93,-49.92,1999,1
Mindtree Ltd.,21.42,14.64,17.13,14.64,30.54,30.03,30.54,16239,3.37,3.14,0.01,97.26,95.71,250,4.55,30316,20965.8,55026.28,27,64.38,85.27,-20.89,1999,1
Mindtree Ltd.,21.75,14.72,17.39,14.72,29.26,29.02,29.26,19993,2.98,2.7,0.01,97.12,94.98,170,2.31,35474,25952.3,109187.01,23,66.98,842.82,-775.84,1999,1
Mindtree Ltd.,20.25,13.09,15.76,13.22,25.97,25.63,26.21,24546,2.24,2.19,0.03,0,0,230,2.65,43398,31949.5,109505.65,18,66.47,1513.13,-1446.66,1999,1
Reliance Infrastructure Ltd.,25.65,12.45,21.23,13.22,12.33,9.68,13.05,25131.5,1.27,1.12,0.3,1.28,1.25,40,67.58,22962.9,32276.9,25833.89,37.51,124.46,101.96,101.31,1929,1
Reliance Infrastructure Ltd.,26.69,10.81,21.87,9.65,11.76,8.13,10.35,26778.2,1.22,1.06,0.25,0,0.02,43,28.16,26739,34467,30626.74,37.51,117.87,103.52,126.98,1929,1
Reliance Infrastructure Ltd.,14.14,3.15,10.76,3.2,4.65,3.74,4.67,25592.9,0.88,0.72,0.25,0,0.02,44,27.85,37435.5,38081.2,29669.55,1977.3,71.34,70.37,16640.65,1929,1
Reliance Infrastructure Ltd.,26.73,6.4,22.47,4.74,6.9,3.6,5.01,43544.8,1.25,1.14,0.47,0.02,0.02,45,15.41,35127.3,47573.8,134063.42,10.5,56.25,71.33,32.96,1929,1
Reliance Infrastructure Ltd.,25.34,11.28,20.18,11.22,10.47,6.56,10.39,55859.5,2.31,2.19,0.67,0.03,0.02,47,12.68,41512.2,63685.8,98339.67,15.5,63.2,80.26,28.2,1929,1
Reliance Infrastructure Ltd.,28.76,14.19,20.92,14.88,10.23,6.5,10.6,71127.6,2.16,2.04,0.6,0.01,0.01,50,20.64,39434.1,81201.1,98339.67,2875.1,95.26,101.5,78.37,1929,1
Reliance Infrastructure Ltd.,21.91,11.99,14.73,10.27,10.17,5.2,8.55,86317.9,1.15,1.08,0.68,0,0,53,45.83,57525,102443.3,129886.91,10127.8,73.98,77.1,36.48,1929,1
Reliance Infrastructure Ltd.,25.92,14.69,15.87,11.06,11.02,5.13,7.96,110321.8,0.91,0.84,0.45,0,0.41,63,28.64,61010.4,120556.6,113048.23,14608.1,78.52,96.06,31.12,1929,1
Reliance Infrastructure Ltd.,21.59,10.19,14.17,9.15,10.19,5.82,9.03,113089,0.47,0.43,0.65,0,0.84,70,34.05,97597.8,149771.2,294709.03,8307.6,56.14,72.39,26.65,1929,1
Reliance Infrastructure Ltd.,20.27,10.53,13.09,9.47,8.88,5.48,7.9,146078.2,1.04,1,0.28,0,0.39,71,21.44,97299.4,170716.1,244551.93,16004,65.64,86.71,10.29,1929,1
Reliance Infrastructure Ltd.,19.14,10.36,11.91,9.16,6.8,4.73,5.93,147684.6,1.27,0.9,0.23,0,0.14,72,28.36,96685.5,202521.2,184219.13,21439.3,112.27,117.92,18.9,1929,1
Reliance Infrastructure Ltd.,18.67,10.79,11.94,8.41,11.32,6.25,8.58,157199.2,1.32,0.67,0.51,0,0.07,0,25.57,173388.4,247167.9,154394.85,45993.8,111.16,84.81,36.03,1929,1
Reliance Infrastructure Ltd.,21.97,12.34,15.46,11.68,10.68,6.44,9.99,178216.2,1.21,0.55,0.59,0,0,74,21.28,145208,287574.5,85353.4,38810.4,138.97,129.08,24.78,1929,1
Reliance Infrastructure Ltd.,26.02,10.16,11.51,9.11,6.47,3.45,5.73,197804,1.18,0.63,0.73,0,0,75,15.05,111888.9,315540.4,114229.71,67123.8,152.35,176.5,0.48,1929,1
Reliance Infrastructure Ltd.,29.47,11.14,12.61,10.24,6.76,3.47,6.14,206371.4,1.26,0.65,0.81,0,0,80,16.77,106647.3,316639.6,113946.99,85463.2,171.93,205.75,9.6,1929,1
Reliance Infrastructure Ltd.,39.82,-2.94,15.52,-3.92,-1.83,-1.18,-2.41,192865.3,1.15,0.44,1.28,0,0,85,17.03,102201.8,337155.5,140331.46,85463.2,189.21,291.94,-42.21,1929,1
Reliance Power Ltd.,0,0,0,0,0,0,0,160.4,0.29,0.29,0,0,0,10,0,10.2,27,71912.82,400,58.04,102.94,1993,1995,1
Reliance Power Ltd.,17.77,6.39,-3.44,9.14,-0.02,-0.02,-0.02,883.9,1.17,1.17,0,0,0,0,0,2.27,175.3,142825.05,114,15.07,187.04,1993,1995,1
Reliance Power Ltd.,52.68,13.82,-20.1,9.03,-0.14,-0.14,-0.14,1022.6,1.09,1.09,0,0,0,3567.2,0,2.27,346.6,154394.85,14489.8,160.76,63.6,-12967.7,1995,1
Reliance Power Ltd.,60.89,7.11,7.11,7.11,0.11,0.11,0.11,2000.6,0.79,0.79,0,0,0,0,0,22.5,664.8,140331.46,1500,182.5,62962.5,-62780,1995,1
Reliance Power Ltd.,81.54,71.25,71.25,75.71,1.38,1.46,1.46,135426.7,0.85,0.85,0,0,0,3176.5,4.43,4624.1,24028.4,718171.5,18,-53.26,5861.78,-352.99,1995,1
Reliance Power Ltd.,78.05,74.36,74.42,76.17,1.82,1.87,1.87,137928.2,0.51,0.51,0,0,0,0,4.35,0.94,47501.9,245492.24,160.56,8.1,32321.12,-32321.12,1995,1
Reliance Power Ltd.,76.07,70.41,70.54,70.41,1.96,1.96,1.96,140658,3.82,3.82,0,0,0,0,8.53,85.5,71357.6,358261.68,160.56,62.1,23971.16,-23971.16,1995,1
Reliance Power Ltd.,65.66,55.75,51.74,53.8,1.83,1.61,1.69,158963,2.61,1.97,0.1,0,0,0,16.65,363.8,78002,364806.7,0,61.2,414.2,-352.99,1995,1
Reliance Power Ltd.,76.3,58.45,63.96,58.36,1.93,1.84,1.93,162593.1,49.18,13.4,0,0,1.28,0,15.45,661.2,82435,328269.92,0,86.53,240.03,-153.5,1995,1
Reliance Power Ltd.,89,78.03,85.03,77.88,3.11,2.91,3.08,168234.5,1.11,0.42,0.11,0,1.14,0,14.29,120.1,90587.3,172585.41,1500,320.17,220095,-219774.83,1995,1
Reliance Power Ltd.,66.63,15.43,10.5,6.63,0.34,0.11,0.13,168242.8,0.51,0.2,0.22,0,0,0,14.03,916.9,95618.2,197761.42,2113.5,13.24,86.59,-73.35,1995,1
Reliance Power Ltd.,65.57,6.75,11.51,6.2,0.15,0.11,0.14,169799.5,0.34,0.05,0.26,0,2.28,0,16.21,1362,104172.3,158559.77,6314.7,78.45,175.69,-97.23,1995,1
Reliance Power Ltd.,93.7,82.05,83.23,78.89,7.67,4.91,6.27,168631.1,0.11,0.07,0.29,0,0.57,10,47.44,853.8,111263.7,138503.12,6314.7,160.76,175.5,160.76,1995,1
Dish T V India Ltd.,-79.65,-284.96,-280.53,-278.76,-8.22,-17.69,-155.03,3540.2,0.03,0.03,0.05,0,0,0,1.56,10,1875.8,40390.19,3031.3,36.81,79.92,115.4,1988,1
Dish T V India Ltd.,0,-8.59,-7.92,-8.84,-0.22,-0.21,-0.22,3437.5,0.16,0.16,0.06,0,0,0,13.87,85.2,1969.9,114873,53.25,98.53,211.05,-112.51,1988,1
Dish T V India Ltd.,-155.22,-227.41,-180.51,-228.07,-8.22,-7.81,-8.21,3168.6,0.04,0.04,0.05,0,0,43,1.97,94.8,1988.2,12730.45,189.47,128.21,483.83,-355.62,1988,1
Dish T V India Ltd.,-634.25,-649.47,-264.56,-275.76,-80.42,-32.4,-33.86,1840.3,0.05,0.05,0.04,0,0,0,0.21,312.2,2254.1,8131.88,160.56,56.23,478.91,-421.37,1988,1
Dish T V India Ltd.,-79.12,-125.89,-94.24,-125.56,-331.29,-149.74,-330.42,-1034.4,0.05,0.04,17.12,2.38,2.27,0,0.28,1909.3,5253.9,10447.59,753.6,48.6,434.2,-384.57,1988,1
Dish T V India Ltd.,-48.09,-97.46,-62.28,-97.55,-15.1,-393.01,26.21,-5025.5,0.05,0.04,0.98,1,0.97,0,0.26,4133.2,7092.6,21154.21,5115.6,37.16,471.36,-432.12,1988,1
Dish T V India Ltd.,-16.67,-63.68,-34.84,-63.67,0,-160.07,-83.89,-6635.2,0.04,0.04,4.03,0.82,0.7,0,29.87,6369.7,9675.3,22689.28,0,26.76,466.73,-438.07,1988,1
Dish T V India Ltd.,14.28,-22.73,3.67,-22.33,-25.38,-28.01,8.34,3723.6,0.36,0.35,2.28,0.93,0.98,0,22.57,9347.2,14189.7,38947.74,9137.3,17.25,359.59,-341.25,1988,1
Dish T V India Ltd.,21.44,-12.44,11.29,-11.58,-82.09,-14.31,-76.24,480.5,0.21,0.2,17.56,0.18,0.42,0,134.38,12380.2,18480.4,71392.83,6485.3,8.5,196.04,-186.35,1988,1
Dish T V India Ltd.,27.7,-7.88,17.82,-6.55,-83.85,-10.66,-129.46,-982,0.31,0.28,7.45,0.4,0.81,0,211.41,17372.5,21491.1,67990.08,10193.5,5.42,87.9,-81.06,1988,1
Dish T V India Ltd.,30.25,-2.87,25.1,-5.31,-17.84,-8.35,-8.3,-1626.4,0.32,0.29,0.01,5.02,4.88,0,1.97,20071.5,23847.2,71427.17,8460.2,5.54,78.78,-71.52,1988,1
Dish T V India Ltd.,22.25,-5.96,16.94,-0.18,-17.84,-0.36,-0.02,-3163.9,0.22,0.19,14.42,5.5,5.49,0,12.43,23920.4,25762.7,55484.14,7791.1,5.6,67.05,-59.84,1988,1
Dish T V India Ltd.,28.81,0.04,22.4,0.88,2.01,2.1,-39.84,-3409.4,0.19,0.14,4.54,5.99,6.2,0,27.07,26069.7,27844.2,87163.76,0,7.47,47.07,-37.94,1988,1
Dish T V India Ltd.,23.1,18.21,18.65,17.62,207.8,62.79,77.46,1015.5,0.23,0.19,0,7.5,7.92,0,2359.49,22275.5,25536.7,92463.77,387.06,11.35,49.42,-36.86,1988,1
Adani Power Ltd.,0,0,0,0,3.29,8.69,41.62,107.9,0.12,0.12,0,0,0,145,0,10.2,65.2,154394.85,145735.1,50.66,305.15,-1.05,1996,1
Adani Power Ltd.,0,0,0,0,0,0,0,2806.8,0.17,0.16,0.51,0,0,40,284.33,3.23,1672.1,102892.5,79979.6,211.55,223.87,688.17,1996,1
Adani Power Ltd.,0,0,0,0,0,0,0,12851,0.28,0.28,0.9,0,0,0,173.14,10.2,5876.2,267261.07,79979.6,78.87,59.65,-50.12,1996,1
Adani Power Ltd.,12.22,10.21,32.31,34.69,-0.16,-0.06,-0.16,22794.7,0.11,0.11,2.19,0,0,0,100.24,3203.1,18897.6,115187.59,118609.2,131.37,129.08,-81.05,1996,1
Adani Power Ltd.,62.23,36.59,54.16,36.59,4.23,1.5,4.23,57983.1,0.14,0.14,1.68,0,0,0,65.03,4348.6,46646.9,252829.58,145735.1,107.56,1622.71,-1504.75,1996,1
Adani Power Ltd.,61.24,23.87,46.44,23.85,8.64,2.67,8.63,63218,0.4,0.31,2.74,0,0,0,85.29,21064.3,88711.2,245853.47,145735.1,26.1,277.13,-175.27,1996,1
Adani Power Ltd.,39.34,-7.01,13.66,-7.08,-4.82,-1.05,-4.87,58600.9,0.46,0.37,4.6,0,0,0,80.15,39512.7,142856.1,149114.41,185454.4,22.82,75.55,39.4,1996,1
Adani Power Ltd.,18.43,-28.21,-6.9,-24.84,-37.7,-5.25,-33.17,44931.3,0.36,0.24,6.25,0,0,0,86.9,63401.3,188852.2,97286.51,207528,32.35,122.02,-9.88,1996,1
Adani Power Ltd.,35.51,5.19,6.42,-0.91,9.81,-0.29,-1.59,76373.3,0.31,0.23,3.31,0,0,0,3.7,100262.9,229418,139647.21,176031.6,17.54,172.96,-92.71,1996,1
Adani Power Ltd.,29.38,-0.6,7.06,-2.6,-0.9,-0.91,-3.84,76026.9,0.4,0.3,3.15,0,0,0,3.77,106291.4,248929.7,135841.92,167029.7,30.07,183.34,-98.54,1996,1
Adani Power Ltd.,30.23,0.72,8.19,0.81,1.16,0.32,1.3,90184.9,0.4,0.31,3.01,0,0,0,2.08,127069.9,277843.8,115187.59,147198.1,81.97,169.22,-39.32,1996,1
P C Jeweller Ltd.,11.58,6.66,6.85,6.66,98.48,-32.4,-2.63,1793.4,1.32,0.61,0.47,33.5,33.08,0,240.28,9848.5,8276.1,71427.17,189.47,69.58,117.85,154,2005,1
P C Jeweller Ltd.,10.66,7.26,7.28,7.28,57.43,39.92,57.63,3252,1.32,0.61,0.43,34.36,34.03,0,204.89,19770.5,11873.9,41895.05,69.58,62.86,90.38,64.77,2005,1
P C Jeweller Ltd.,14.1,7.56,7.13,7.57,52.84,29.04,52.89,5501.6,1.26,0.5,1.05,32.95,32.77,0,0.22,30419.3,16562.6,123539.21,21.9,66.68,83.34,98.74,2005,1
P C Jeweller Ltd.,12.57,7.2,7.33,7.21,29.98,21.18,30.05,13888,1.58,0.7,0.17,25.65,25.53,10,0.13,40184.2,26337.2,37416.01,12,61.83,114.91,94.6,2005,1
P C Jeweller Ltd.,11.99,6.63,6.75,6.77,23.2,16.89,23.69,16822.5,1.57,0.49,0.6,24.84,24.62,30,0.11,53248.3,37289.7,39724.24,4.1,44.49,102.02,106.7,2005,1
P C Jeweller Ltd.,12.33,5.9,6.26,5.9,20.6,14.12,20.6,19903.8,1.59,0.32,0.34,28.51,28.26,32,0.76,63485.2,47175.1,4.1,4.1,39.98,89.89,122.7,2005,1
P C Jeweller Ltd.,11.35,5.47,5.46,5.22,18.15,12.57,17.28,24101.5,1.67,0.38,0.4,28.94,28.68,33.5,0.06,72321,56375.7,582.3,582.3,42.29,104.82,138.33,2005,1
I R B Infrastructure Developers Ltd.,85.51,59.96,63.04,59.96,52.84,2404.6,20.58,2449.8,14.31,14.31,1.14,0,0,0,463.51,10.2,2846.3,19478.57,8250,85.54,2649.22,1993,1998,1
I R B Infrastructure Developers Ltd.,85.96,14.33,14.41,14.33,0.74,0.62,0.74,13583.8,19.7,19.7,0.01,0,0,0,65.24,0.7,4985.8,56435.43,30.05,2346.43,15314.13,-12967.7,1998,1
I R B Infrastructure Developers Ltd.,87.24,80.14,80.84,80.14,4.21,3.99,4.21,13645.7,2.01,2.01,0.1,0,0,15,112.94,0.9,5986.7,26788.55,89.86,141.94,2815.06,-2673.12,1998,1
I R B Infrastructure Developers Ltd.,80.69,70.76,68.59,70.11,4.08,3.07,3.96,13705.6,0.58,0.58,0.48,0,0,15,151.84,0.9,9474.4,85051.98,3000,182.5,1759.04,-1576.54,1998,1
I R B Infrastructure Developers Ltd.,34.93,24.15,24.05,24.15,6.48,3.73,6.48,14108.6,0.29,0.23,0.99,0,0,15,263.51,2874.8,13195,70411.34,5275.4,74.3,75.35,-1.05,1998,1
I R B Infrastructure Developers Ltd.,23.57,11.42,11.42,11.42,11.33,5.4,11.33,15169.7,0.2,0.14,1.19,0,0,18,372.43,12498.1,20430.9,62002.52,2500,24.26,83.37,-59.12,1998,1
I R B Infrastructure Developers Ltd.,19.07,8.34,8.33,8.34,12.13,5.69,12.13,15713.6,0.14,0.13,1.07,0,0,40,455.01,20324.1,27611.7,37715.02,3000,15.85,113.57,-97.72,1998,1
I R B Infrastructure Developers Ltd.,21.5,11.4,10.68,10.75,17.48,7.52,16.36,17266.4,0.24,0.23,1.27,0,0,40,535.72,22137.3,35590.1,34316.59,13333.6,21.32,145.52,-124.2,1998,1
I R B Infrastructure Developers Ltd.,20.21,6.29,6.28,6.29,7.14,3.22,7.14,21497.8,0.16,0.16,1.18,0,0,40,521.18,19572.2,41270.2,86034.96,14049.9,20.85,137.92,-117.07,1998,1
I R B Infrastructure Developers Ltd.,19.87,9.22,9.22,9.22,12.92,5.86,12.92,23723.6,0.13,0.13,1.23,0,0,40,568.06,27735.7,48214.2,81720.91,11839.9,12.7,93.75,-81.05,1998,1
Reliance Communications Ltd.,0,0,0,0,1.6,8.69,9.03,0.1,0.51,0.86,0,0,0,14,0,41.9,0,652073.07,19113.3,14.06,214.57,2288.42,2004,1
Reliance Communications Ltd.,87.41,42.61,68.02,42.61,0.07,0.07,0.07,153950.4,1.88,1.88,0,0,0,0,0,41.9,38542.4,377702.67,61547.5,135.8,80.1,-138.07,2004,1
Reliance Communications Ltd.,37.28,18.51,33.68,18.73,13.41,9.66,13.57,183685.7,0.19,0.18,0.71,13.22,12.97,10,5.2,127670.5,120364,859658.37,43415.1,19.5,118.67,991.74,2004,1
Reliance Communications Ltd.,35.72,16.87,29.83,16.79,11.4,6.41,11.34,228358.5,0.14,0.13,0.82,8.76,8.58,15,12.29,147951.3,241057.2,1050641.28,68060.4,39.24,158.62,3491.23,2004,1
Reliance Communications Ltd.,40.08,24.05,34.24,9.84,12.55,2.59,4.33,341284.4,0.21,0.2,0.6,8.7,6.98,16,11.42,150895.8,402437,360637.1,145735.1,43.75,53.76,2758.62,2004,1
Reliance Communications Ltd.,19.84,2.86,12.49,3.14,0.94,0.67,1.03,344182.7,0.22,0.2,0.48,6.26,5.07,17,6.05,135575.2,476739.2,351555.38,185074.2,53.41,24.73,2026,2004,1
Reliance Communications Ltd.,11.79,-4.93,5.58,-8.71,-1.54,-1.67,-2.63,333410,0.35,0.27,0.66,7,6.06,10,3.67,133120,532632.9,222244.09,136060,58.48,33.67,1721.61,2004,1
Reliance Communications Ltd.,22.03,1.07,13.3,-2.37,0.34,-0.43,-0.72,237330,0.44,0.26,0.67,8.23,6.86,5,13.38,121380,514043.4,173481.46,233650,73.18,51.38,2918.98,2004,1
Reliance Communications Ltd.,27.78,-4.92,15.14,-4.78,-1.99,-1.07,-1.93,135890,0.42,0.25,0.98,10.18,8.2,5,19.77,126300,499282.7,114037.49,228910,82.93,59.65,2288.42,2004,1
Reliance Communications Ltd.,25.98,-2.91,9.37,-2.89,-1.39,-0.68,-1.38,140980,0.37,0.23,1.07,10.26,8.27,0,21.7,124100,482073.5,266001.46,227950,88.53,80.1,8722.8,2004,1
Reliance Communications Ltd.,29.9,-7.21,18.1,0.18,-3.96,0.05,0.1,200590,0.62,0.41,0.89,13.1,8.47,0,26.74,119330,472015.8,147534.27,259770,86.07,137.6,4462.94,2004,1
Reliance Communications Ltd.,34.19,-17.99,-1.99,-17.9,-7.34,-3.56,-7.3,160070,0.66,0.63,1.26,13.36,11.62,0,36.79,111860,469034.2,124448.99,259770,89.52,246.64,1667.88,2004,1
Dalmia Bharat Ltd.,0,0,0,0,27.74,6.85,34.97,0.5,1.23,0.13,0,0,0,20,0,1.22,0.2,278.56,4942.3,80.44,155.58,59.72,2006,1
Dalmia Bharat Ltd.,0,0,0,0,0,0,0,0.5,3.72,0.65,26.6,0,0,0,0,1.93,3.5,82031.52,189.47,48.79,13.64,1974,2006,1
Dalmia Bharat Ltd.,0,0,0,0,0,0,0,0.5,4.16,1.54,26.6,0,0,0,0,3.23,4.6,229943.12,160.56,21.46,53.76,-421.37,2006,1
Dalmia Bharat Ltd.,0,0,0,0,0,0,0,0.5,1.28,0.49,26.6,0,0,0,0,8.91,6.9,117906.08,160.56,78.41,137.92,60.33,2006,1
Dalmia Bharat Ltd.,52.17,43.48,43.48,-4.7,100,-16.99,-130,1.5,3,3,0,0,0,0,0,5105,5.2,8780.47,40.98,41.14,24.73,60.05,2006,1
Dalmia Bharat Ltd.,51.15,8.9,9.39,8.9,8.65,8.64,8.65,4953.8,7.76,5.48,0,1.8,1,62.5,0.09,1345.6,1298.7,15017.99,22025.7,14.06,27.57,103.02,2006,1
Dalmia Bharat Ltd.,23.73,17.87,18.5,18.01,6.42,6.44,6.47,5137.9,3.27,1.91,0.01,2.3,1.99,75,0.09,1567.9,2567.2,11640.52,7432,27.45,105.27,118.14,2006,1
Dalmia Bharat Ltd.,25.31,19.93,19.08,16.65,8.59,6.85,6.88,5400.5,3.71,2.7,0,2.32,1.95,100,0,1906,3993.8,11951.07,6632.6,69.88,190.89,30.59,2006,1
Dalmia Bharat Ltd.,25.04,18.56,19.37,17.51,8.95,8.27,8.34,5708.1,4.16,3.29,0.01,2.35,2.01,100,0,2297.3,4243.6,20563.22,6632.6,112.42,169.4,41.32,2006,1
Dalmia Bharat Ltd.,21.28,13.2,14.86,13.3,4.37,4.37,4.4,5816,7.08,5.99,0,0,0,75,0,1753,4361.6,34410.06,4223.6,114.61,251.34,131.69,2006,1
Dalmia Bharat Ltd.,33.71,24.3,24.93,24.58,6.56,5.94,6.64,13212.2,0.79,0.57,0.17,0,0,100,20.8,2043.1,6125.8,70837.08,690.1,58.04,185.06,58.04,2006,1
N B C C (India) Ltd.,4.03,1.38,2.07,-0.19,96.61,-0.87,77.46,1.7,0.88,0.78,913.88,0,0.4,27087.6,282747.06,6618.9,7145.6,859658.37,1500,236.18,195.94,75.06,1960,1
N B C C (India) Ltd.,6.26,1.91,3.24,1.44,207.8,7.15,156.32,147.1,0.93,0.85,10.55,0,0.24,40,2573.96,7794.5,8784.7,9711.24,1500,212.21,211.83,60.1,1960,1
N B C C (India) Ltd.,10.18,2.12,6.53,-1.08,96.61,-8.53,-47.39,433.2,0.87,0.78,2.52,0,0.91,8398.6,833.73,12369.9,11192.2,1661.31,40.98,144.05,175.5,16.79,1960,1
N B C C (India) Ltd.,12.49,5.28,5.8,4.41,98.48,36.08,81.4,1209.4,0.94,0.84,0.8,0,0.15,1,202.84,14599.6,13713.6,2339.49,21.9,123.65,189.1,64.82,1960,1
N B C C (India) Ltd.,25.1,14.64,15.77,12.99,122.67,88,106.74,3353.1,1.01,0.85,0,0,0.57,62,211.41,17882.2,16943.1,25294.9,21.9,95.61,194.41,116.07,1960,1
N B C C (India) Ltd.,11.86,7.51,7.51,7.23,40.16,38.52,38.52,4572.7,1.03,0.93,0,0,0,35,102.5,20256.6,20106.2,16194.88,10.5,111.05,195.8,-11.25,1960,1
N B C C (India) Ltd.,6.34,3.95,3.96,3.79,23.21,22.2,22.2,5465.3,0.97,0.86,0,0,0,26,73.33,28606.7,24668.6,6404.8,158.18,106.45,143.55,48.96,1960,1
N B C C (India) Ltd.,7.44,4.55,4.85,4.38,23.38,22.51,22.51,6541.4,1.11,0.78,0,0,0,31,64.73,29824.9,28864.7,11613.3,4.7,107.62,144.15,114.86,1960,1
N B C C (India) Ltd.,8.6,5.28,4.93,4.48,26.24,22.08,22.08,7955,1.22,0.92,0,0,0,35,131.87,34477.1,33523.8,3014.68,15.5,100.61,138.76,12.01,1960,1
N B C C (India) Ltd.,9.52,6.2,6.21,6,23.77,22.94,22.94,9506.9,1.29,0.97,0,0,0,37.5,23.9,31987.8,35799.5,14634,512.8,110.96,152.7,6.98,1960,1
N B C C (India) Ltd.,8.95,5.92,5.58,5.56,23.79,22.24,22.24,11272.9,1.32,0.89,0,0,0,50,27.37,40240.8,39126.4,18891,12311.4,101.59,87.96,117.11,1960,1
N B C C (India) Ltd.,9.82,6.1,5.94,5.57,22.62,20.57,20.57,13241.3,1.33,0.89,0,0,0,55,27.88,43811,42540.9,114873,112.92,126.28,112.37,76.89,1960,1
N B C C (India) Ltd.,8.36,4.82,4.32,3.81,20.15,15.69,15.75,15246,1.32,0.9,0.01,0,0,100,55.16,57566.8,50031.8,113025,52.7,115.79,110.6,95.63,1960,1
A B G Shipyard Ltd.,16.77,1.84,4.78,1.81,6.61,2.52,17.12,280.1,0.78,0.28,1.5,67.17,66.68,0,94.86,964.4,1436.3,166.82,20405.8,46.23,260.82,23.44,1985,0
A B G Shipyard Ltd.,25.74,3.92,6.69,4.73,17.19,8.46,29.31,442.4,0.85,0.22,1.42,41.43,40.19,43,36.75,1535.3,1860.7,10986.71,11713.2,36.04,107.62,464.07,1985,0
A B G Shipyard Ltd.,10.79,1.81,3.36,1.82,6.42,3.05,11.93,411,0.89,0.22,0.78,95.94,93.6,3,51.41,1477.5,2458.4,9540.57,19771,47.9,229.34,411.2,1985,0
A B G Shipyard Ltd.,11.95,4.31,6.84,3.88,27.15,14.51,43.07,540.1,0.99,0.37,0.59,58.28,57.53,0,26.48,2955.4,2911.3,102679.13,11544.6,22.66,317.85,-29.65,1985,0
A B G Shipyard Ltd.,24.83,11.76,17.22,12.17,58.58,35.9,85.79,987.6,0.76,0.35,0.74,23.16,22.92,43,0,3766.5,3259.6,601.23,114,15.45,204.63,-50.12,1985,0
A B G Shipyard Ltd.,28.37,14.94,21.2,13.2,31.72,20.67,45,4288.9,1.34,0.87,0.23,16.03,15.51,12,6.99,5417.4,4845.2,19243.35,50.22,6.3,183.31,-24.13,1985,0
A B G Shipyard Ltd.,30.69,15.83,20.95,14.43,24.1,14.12,31.9,5347,0.8,0.17,0.76,20.55,19.7,15,0,7043.6,7832.1,17369.43,40.37,3.45,210.05,82.64,1985,0
A B G Shipyard Ltd.,32.16,16.13,22.39,15.42,25.64,13.93,35.58,7115.1,0.43,0.08,0.73,20.66,20.05,20,0.05,9668.4,11919.8,36643.33,3031.3,3.01,210.08,50.3,1985,0
A B G Shipyard Ltd.,31.92,12,17.21,11.8,21.56,8.64,30.91,8638.4,0.48,0.03,2.03,12.69,12.57,20,0.04,14122.2,18659.9,4216.33,37,6.18,229.39,64.69,1985,0
A B G Shipyard Ltd.,33.42,11.9,16.74,11.52,23.52,6.66,33.08,10733.2,0.4,0.09,2.69,9.14,8.59,40,92.42,18076.7,26904.2,12730.45,2500,11.09,327.1,29.36,1985,0
A B G Shipyard Ltd.,31.17,8.61,12.93,8.53,16.3,4.91,24.48,12374.3,0.88,0.25,1.93,24.63,23.32,40,86.26,20770.9,37911.9,18431.15,7853.8,17.07,316.49,269.96,1985,0
A B G Shipyard Ltd.,28.65,7.41,12.52,7.53,13.55,4.28,22.88,14183.4,0.91,0.17,2.45,35.48,34.77,0,75.33,23842.9,47449.5,19406.3,12511.9,14.27,305.15,402.49,1985,0
A B G Shipyard Ltd.,33.72,4.98,10.44,3.97,7.27,1.62,15.21,15265.2,0.83,0.07,2.61,26.73,29.96,0,86.22,20940.2,56669.1,16320.44,7626.3,10.28,340.92,739.19,1985,0
A B G Shipyard Ltd.,60.03,-11.93,-10.2,-4.8,-13.95,-1.3,-11.93,13274.8,1.06,0.13,4.05,34.73,35.72,0,108.82,16188.1,63882.5,13030.89,29002.6,21.12,1613.09,2104.59,1985,0
A B G Shipyard Ltd.,-7.74,-223.49,-218.72,-220.59,-97.8,-11.94,-95.72,5060.3,1.08,0.1,14.42,0,0,0,375.67,3901.2,66220,12208.12,43560.3,98.99,2048.07,5131.28,1985,0
A B G Shipyard Ltd.,-4068.86,-9808.6,-6403.1,-7282.2,-686.06,-36.92,117.96,-31930.1,0.74,0.09,0,0,0,0,3.7,343.1,63379,2593.48,50199,936.22,1147.42,4210.87,1985,0
Alok Industries Ltd.,17.42,6.63,9.29,6.64,24.83,7.65,34.84,1314.7,1.67,0.86,2.39,3.88,3.88,10,26.23,4447.3,3738.6,318.94,13599.9,103.16,56.49,186.21,1986,0
