Company.Name,PBDITA.as...of.total.income,PAT.as...of.total.income,Cash.profit.as...of.total.income,Net.profit.margin,PAT.as...of.net.worth,Return.on.capital.employed,Return.on.net.worth,Tangible.net.worth,Current.ratio..times.,Quick.ratio..times.,Debt.to.equity.ratio..times.,Export...Sales....,Total.forex.earnings...Total.income....,Dividend.rate,Contingent.liabilities...Net.worth....,Sales,Size,Market.Capitalisation,Long.term.borrowings.excl.current.portion,Debtor.days..days.,Creditor.days..days.,Net.working.capital.cycle..days.,Year,Target
Lanco Infratech Ltd.,16.04,0.28,2.96,0.48,0.37,10876.7,3.95,516.84,1.33,0.88,6.47,6.42,221.59,125451.3,0.28,1.22,36247.8,47420.1,300.03,-57.88,25017.09,1993,1.65,0
Lanco Infratech Ltd.,-2.96,-40.86,-34.51,-40.27,-30.45,40115,-25.71,803.5,2.16,0.91,3.81,4.09,413.66,124920.4,-11.18,0.74,26687.7,22374.2,492.5,-56.26,17167.65,1993,0.88,0
Lanco Infratech Ltd.,15.63,-39.93,-35.94,-44.94,-28.58,54334.5,-25.73,1170.5,3.38,0.79,0.08,1.09,578.23,114354.9,-8.33,0.39,20272,13950.9,942.97,-319.47,13395.34,1993,0.63,0
Lanco Infratech Ltd.,20.85,-15.35,-11.22,-19.21,-25.38,55108,-18.55,1985.86,5.31,0.72,0,0.96,324.68,109701.9,-5.89,0.63,15347.2,26718,578.17,-220.16,13664.15,1993,1.12,0
Monnet Ispat & Energy Ltd.,17.42,7.65,11.19,7.62,14.6,53772.6,21.35,75.64,1.11,1.09,0,0,61.19,957.7,7.26,6.91,544.4,910.3,52.85,199.74,413.38,1990,5.97,0
Monnet Ispat & Energy Ltd.,17.92,5.12,10.62,5.02,10.77,53772.6,22.36,232.9,1.35,1.09,0,0.04,54.55,1123.7,4.73,5.25,511.9,1104.1,69.58,130.56,125.95,1990,6.69,0
Monnet Ispat & Energy Ltd.,18.95,8.05,11.97,8.15,24.17,51110.9,35.96,155.93,1.14,1.04,0,0,29.4,1470.7,10.97,6.85,729.5,1858.4,53.25,86.35,290.07,1990,12.41,0
Monnet Ispat & Energy Ltd.,24.9,9.96,19.11,10.01,25.2,51110.9,48.38,6.56,1.76,1.17,1.8,1.79,33.34,2415.1,9.91,6.58,1504.7,2819.1,55.48,81.55,1642.73,1990,10.95,0
Monnet Ispat & Energy Ltd.,31.04,20.45,24.01,20.07,53.04,40324.2,62.28,6.92,1.6,3.67,1.1,1.08,30.27,4520.2,19.52,9.04,3100.9,5900.9,40.37,69.58,5697.14,1990,12.06,0
Monnet Ispat & Energy Ltd.,26.22,16.26,21.01,16.29,29.4,53772.6,37.98,5.25,2.11,4.62,0.29,0.27,27.8,7295.5,10.18,9.5,4101,6181.6,38.4,85.54,9426.31,1990,13.13,0
Monnet Ispat & Energy Ltd.,28.56,17.08,22.86,17.08,27.48,51110.9,36.78,5.74,1.76,2.59,1.33,1.24,20.11,10188.4,9.46,10.59,5709.5,7383,34.46,93.77,8201.34,1990,18.15,0
Monnet Ispat & Energy Ltd.,21.91,12.15,17.45,12.2,20.02,40324.2,28.76,5.39,1.01,1.83,12.86,12.41,20.94,14050.6,8.87,14.64,10887.7,13194.4,24.93,87.06,23333.79,1990,17.43,0
Monnet Ispat & Energy Ltd.,24.14,12.28,17.41,12.2,18.84,40115,26.71,8.76,1.1,1.11,2.99,2.91,23.13,18495.8,9.09,9.73,12037.1,17107.3,37.51,62.1,7416.72,1990,15.78,0
Monnet Ispat & Energy Ltd.,30.95,16.83,22.83,16.94,18.83,40324.2,25.54,7.43,0.9,0.92,2.98,2.92,28.26,22867.3,9.54,7.27,16546.4,15673.8,50.22,69.89,22327.24,1990,12.91,0
Monnet Ispat & Energy Ltd.,27.76,16.31,21.03,16.35,15.02,16373.8,19.37,8.94,1.28,1.27,4.79,4.72,34.77,27965.7,7.13,9.12,20900,16959.6,40.04,101.12,32866.97,1990,10.5,0
Monnet Ispat & Energy Ltd.,25.56,13.6,17.67,13.47,12.98,28512,16.87,18.5,1.74,1.32,4.79,4.65,33.02,35162.3,5.09,15.52,23603.3,20611.5,23.52,142.07,29910.65,1990,11.05,0
Monnet Ispat & Energy Ltd.,24.5,11.16,16,11.13,10.13,40324.2,14.53,33.03,2.34,0.79,2.07,2,36.02,45928.6,3.31,20.26,25797.7,21721.1,18.02,214.03,14534.01,1990,10.13,0
Monnet Ispat & Energy Ltd.,18.44,2.55,8.25,2.55,2.54,53772.6,8.21,38.27,2.64,0.8,7.33,7.1,33.57,56720,0.73,12.15,26646.6,25294.9,30.05,189.15,5861.78,1990,10.87,0
Monnet Ispat & Energy Ltd.,-1.02,-22.69,-19.97,-22.68,-35.31,49993.4,-31.09,119.41,4.43,0.52,6.32,6.19,24.72,66677.7,-8.08,7.91,18427.1,34373.3,46.14,121.81,3297.87,1990,14.77,0
Monnet Ispat & Energy Ltd.,-12.33,-81.05,-58.95,-81.37,-137.5,51110.9,-100.01,360.15,12.38,0.44,3.38,3.26,35.14,68967.1,-18.4,4.06,6369.9,20268,89.86,103.93,4467.09,1990,10.39,0
